siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
005674726,00012,00567472600012,O,,NN,,,2024-03-30T12:14:48,true,1,,53,,,,AVENUE,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,441845330_B,306208.5704374762,6699409.085830233,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,
005674817,00019,00567481700019,O,,NN,,,2024-03-29T23:36:24,true,1,,,,,,AVENUE,MONCHICOURT,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552540_B,292023.2282526168,6701240.1655722875,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.12,NAP,N,
005674825,00012,00567482500012,O,,NN,,,2024-03-30T16:15:41,true,1,,65,,,,AVENUE,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,441845330_B,306241.7738113426,6699540.033016761,,,,,,,,,,,,,,,1991-02-11,F,,,,,64.11,NAP,N,
005674841,00019,00567484100019,O,,NN,,,2024-03-30T14:03:16,true,1,,16,,,,RUE,DES CHANTIERS,44600,SAINT-NAZAIRE,,,44184,,,,,441840940_B,307753.07082180545,6700713.274386474,,,,,,,,,,,,,,,1989-05-31,F,,,,,87.03,NAP,N,
005674924,00021,00567492400021,O,,NN,,,2024-03-29T23:34:58,true,1,,9,,,,RUE,DE L'ISAU,44600,SAINT-NAZAIRE,,,44184,,,,,441843150_B,307545.1295841516,6701136.863230719,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,
005674965,00016,00567496500016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,SACRE COEUR,44410,LA CHAPELLE-DES-MARAIS,,,44030,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.24,NAP,N,
005675053,00010,00567505300010,O,,NN,,,2024-03-30T18:31:54,true,1,,,,,,RUE,DE CARDURAND,44600,SAINT-NAZAIRE,,,44184,,,,,441840860_B,306178.37115603127,6700156.502911542,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N,
005675095,00011,00567509500011,O,,NN,,,2024-03-30T01:56:49,true,1,,117,,,,AVENUE,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,441845330_B,306411.2492438821,6700145.338030206,,,,,,,,,,,,,,,1990-08-07,F,,,,,67.04,NAP,N,
005675111,00024,00567511100024,O,,NN,,,2024-03-30T02:27:50,true,1,,43,,,,AVENUE,DU MARECHAL FRANCHET D'ESPEREY,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552310_B,291827.4240610819,6701311.482372117,,,,,,,,,,,,,,,2001-01-01,F,,,,,70.2C,NAF1993,N,
005675210,00016,00567521000016,O,,NN,,,2024-03-30T09:03:57,true,1,,,,,,PLACE,DE L'EGLISE,44750,CAMPBON,,,44025,,,,,440250090_B,325565.4432588423,6713144.675184116,,,,,,,,,,,,,,,1988-06-30,F,,,,,62.43,NAP,N,
005675228,00018,00567522800018,O,,NN,,,2024-03-30T11:56:33,true,1,,,,,,PLACE,DE L'EGLISE,44750,CAMPBON,,,44025,,,,,440250090_B,325565.4432588423,6713144.675184116,,,,,,,,,,,,,,,1988-06-30,F,,,,,62.43,NAP,N,
005675343,00015,00567534300015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,44410,SAINT-LYPHARD,,,44175,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N,
005675350,00010,00567535000010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LE RODOIR ARGENTAN,44410,HERBIGNAC,,,44072,,,,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N,
005675384,00019,00567538400019,O,,NN,,,2024-03-30T11:12:36,true,1,,,,,,AVENUE,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551380_B,292754.47402242455,6701015.3034819905,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.12,NAP,N,
005675400,00013,00567540000013,O,,NN,,,2024-03-30T08:08:51,true,1,,25,,,,AVENUE,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,441845330_B,306178.77790756576,6699241.510675477,,,,,,,,,,,,,,,1997-12-31,F,,,,,52.4C,NAF1993,O,
005675459,00019,00567545900019,O,1956-01-01,NN,,,2024-03-30T14:36:17,true,5,,7,,,,RUE,NANTAISE,44160,PONTCHATEAU,,,44129,,,,,441290360_B,316836.8617483911,6716457.898484936,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20B,NAFRev2,N,
005675483,00019,00567548300019,O,,NN,,,2024-03-30T16:26:14,true,1,,,,,,AVENUE,PIERRE LOTI,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552910_B,291872.66982476786,6700836.404692298,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.01,NAP,N,
005675624,00018,00567562400018,O,,NN,,,2024-03-30T09:44:40,true,1,,,,,,RUE,JEAN JAURES,44600,SAINT-NAZAIRE,,,44184,,,,,441843360_B,306339.7869787147,6699591.33074116,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,
005675715,00014,00567571500014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RTE,DE PLESSE,44460,AVESSAC,,,44007,,,,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N,
005675822,00018,00567582200018,O,,NN,,,2024-03-30T16:06:53,true,1,,,,,,PLACE,DE LA GARE,44480,DONGES,,,44052,,,,,440520320_B,316954.7154025397,6703082.978237141,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N,
005675855,00018,00567585500018,O,,NN,,,2024-03-30T05:38:37,true,1,,5,,,,RUE,SAINTE-CATHERINE,44160,PONTCHATEAU,,,44129,,,,,441290560_B,316640.778283192,6716346.542312007,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,
005675863,00012,00567586300012,O,,NN,,,2024-03-30T10:26:29,true,1,,5,,,,RUE,SAINTE-CATHERINE,44160,PONTCHATEAU,,,44129,,,,,441290560_B,316640.778283192,6716346.542312007,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,
005675871,00015,00567587100015,O,,NN,,,2024-03-29T22:32:32,true,1,,5,,,,RUE,SAINTE-CATHERINE,44160,PONTCHATEAU,,,44129,,,,,441290560_B,316640.778283192,6716346.542312007,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,
005675897,00010,00567589700010,O,,NN,,,2024-03-30T06:29:53,true,1,,5,,,,RUE,SAINTE-CATHERINE,44160,PONTCHATEAU,,,44129,,,,,441290560_B,316640.778283192,6716346.542312007,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N,
005675921,00026,00567592100026,O,1900-01-01,NN,,,2024-03-29T23:02:50,true,4,,6,,,,RUE,FRANCOIS DORVAULT,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,44158uxo4_B,338841.77189539117,6697185.292408396,,,,,,,,,,,,,,,2008-01-01,F,,,,,96.02A,NAFRev2,N,
005675947,00013,00567594700013,O,,NN,,,2024-03-30T13:25:19,true,1,,,,,,RUE,DE TRIGNAC,44600,SAINT-NAZAIRE,,,44184,,,,,441845740_B,308184.0995895065,6701343.809914322,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.03,NAP,N,
005675996,00010,00567599600010,O,,NN,,,2024-03-30T07:40:20,true,1,,94,,,,AVENUE,DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,,,44184,,,,,441842457_B,305911.27634207095,6699072.291536289,,,,,,,,,,,,,,,1993-06-30,F,,,,,52.4V,NAF1993,N,
005676002,00016,00567600200016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,TABAGO,44460,SAINT-NICOLAS-DE-REDON,,,44185,,,,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.71,NAP,N,
005676010,00019,00567601000019,O,,NN,,,2024-03-30T11:32:34,true,1,,,,,,AVENUE,DE L'HALLALI,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551610_B,293269.3890450646,6701051.255917702,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N,
005676093,00015,00567609300015,O,,NN,,,2024-03-30T01:59:59,true,1,,89,,,,RUE,JEAN JAURES,44600,SAINT-NAZAIRE,,,44184,,,,,441843360_B,306025.9141828419,6699659.953352821,,,,,,,,,,,,,,,,F,,,,,62.41,NAP,N,
005676101,00016,00567610100016,O,,NN,,,2024-03-30T05:51:50,true,1,,,,,,BOULEVARD,DE VILLENEUVE,44160,PONTCHATEAU,,,44129,,,,,441290620_B,317044.5447348252,6716137.820315154,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N,
005676119,00018,00567611900018,O,,NN,,,2024-03-30T02:38:31,true,1,,,,,,AVENUE,DES IBIS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551760_B,292486.80545280117,6701131.595625649,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N,
005676168,00015,00567616800015,O,,NN,,,2024-03-22T15:40:57,true,1,,59,,,,RUE,DE FEDRUN,44720,SAINT-JOACHIM,,,44168,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,
005676234,00015,00567623400015,O,,NN,,,2024-03-30T01:30:04,true,1,,,,,,AVENUE,HENRI BERTHO,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,4405524yey7_B,295394.2282478333,6701852.752822998,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,
005676259,00012,00567625900012,O,,NN,,,2024-03-30T04:09:01,true,1,,,,,,,LE GRAVIER,44130,BLAIN,,,44015,,,,,44015zkxenq_B,340894.3361997199,6718379.089120509,,,,,,,,,,,,,,,1987-03-31,F,,,,,67.04,NAP,N,
005676333,00031,00567633300031,O,,NN,,,2024-03-30T17:37:10,true,1,,,,,,,BERRIEN,44600,SAINT-NAZAIRE,,,44184,,,,,44184B015_C,,,,,,,,,,,,,,,,,1993-12-20,F,,,,,52.4V,NAF1993,N,
005676358,00012,00567635800012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44460,AVESSAC,,,44007,,,,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,
005676432,00015,00567643200015,O,,NN,,,2024-03-30T08:11:00,true,1,,31,,,,,PONT BRIEN,44600,SAINT-NAZAIRE,,,44184,,,,,44184B350_C,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N,
005676473,00019,00567647300019,O,,NN,,,2024-03-30T06:42:31,true,1,,47,B,,,AVENUE,DU GENERAL DE GAULLE,44380,PORNICHET,,,44132,,,,,441320550_B,296427.9573936734,6698884.532599389,,,,,,,,,,,,,,,1995-12-31,F,,,,,70.2C,NAF1993,N,
005680061,00016,00568006100016,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,HENRI GAUTIER,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005680087,00011,00568008700011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,AV,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.06,NAP,N,
005680111,00019,00568011100019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,AV,DES ORMES,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N,
005680145,00017,00568014500017,O,1956-01-01,21,2023,,2025-12-05T23:26:08,true,5,LA PROVIDENCE,73,,,,RUE,HENRI GAUTIER,44550,MONTOIR-DE-BRETAGNE,,,44103,,,,,441030520_B,309597.7626758932,6703162.100942472,,,,,,,,,,,,,,,2015-12-31,A,,,,,22.22Z,NAFRev2,O,22.22Y
005680152,00013,00568015200013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,DU CDT GUSTAVE GATE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005680236,00014,00568023600014,O,1956-01-01,NN,,,2024-03-22T15:40:57,true,5,,10,,,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,2013-12-30,F,,,,,47.71Z,NAFRev2,O,
005680244,00018,00568024400018,O,,NN,,,2024-03-30T12:11:05,true,1,,2,,,,AVENUE,PIERRE LOTI,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552910_B,291679.3788526123,6700789.8651890345,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N,
005680335,00014,00568033500014,O,,NN,,,2024-03-22T15:40:57,true,1,,33,,,,RUE,JEAN JAURES,44550,MONTOIR-DE-BRETAGNE,,,44103,,,,,,,,,,,,,,,,,,,,,,1994-07-08,F,,,,,70.2C,NAF1993,N,
005680376,00026,00568037600026,O,1984-05-18,NN,,,2024-03-30T00:03:49,true,4,ZA DE LA LANDE,,,,,RUE,DE LA LANDE,44350,GUERANDE,,,44069,,,,,440691190_B,292253.6781811872,6705736.074966767,,,,,,,,,,,,,,,2001-12-31,F,,,,,28.5D,NAF1993,O,
005680376,00034,00568037600034,O,1996-01-15,NN,,,2024-03-30T00:03:49,false,3,ZA LA POULASSE,,,,,AVENUE,DU LION,83210,SOLLIES-PONT,,,83130,,,,,831300325_B,947994.8660489756,6238417.263138146,,,,,,,,,,,,,,,1999-01-14,F,,,,,28.5D,NAF1993,N,
005680384,00012,00568038400012,O,1956-01-01,NN,,,2024-03-22T15:40:57,true,5,,9,,,,PL,D AIGUILLON,44490,LE CROISIC,,,44049,,,,,,,,,,,,,,,,,,,,,,2016-05-01,F,,,,,47.73Z,NAFRev2,O,
005680392,00015,00568039200015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,DE TRIGNAC,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,32.04,NAP,N,
005680400,00024,00568040000024,O,,NN,,,2024-03-22T15:40:57,true,1,,7,,,,AV,VILLES BABIN,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,,,,1992-12-01,F,,,,,70.1C,NAF1993,N,
005680467,00023,00568046700023,O,,NN,,,2024-03-22T15:40:57,true,1,,32,,,,RUE,FABERT,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N,
005680491,00023,00568049100023,O,1988-07-07,NN,,,2024-03-22T15:40:57,true,1,,10,,,,AV,DE PAVIE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,,,1996-05-22,F,,,,,55.3A,NAF1993,N,
005680509,00014,00568050900014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,ALEXANDRE OLIVIER,44220,COUERON,,,44047,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N,
005680541,00025,00568054100025,O,1987-03-31,NN,,,2025-12-05T21:34:23,true,3,RTE DE ST ANDRE DES EAUX,,,,,,LA LANDE,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N,68.20H
005680541,00033,00568054100033,O,1991-01-01,NN,,,2024-03-30T09:56:44,false,4,ZI,9,,,,RUE,DU CHENE LASSE,44800,SAINT-HERBLAIN,,,44162,,,,,441620635_B,348909.1518066767,6690965.947213455,,,,,,,,,,,,,,,1993-12-25,F,,,,,74.1J,NAF1993,N,
005680566,00014,00568056600014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LA DIGUE,44460,SAINT-NICOLAS-DE-REDON,,,44185,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,59.07,NAP,N,
005680582,00011,00568058200011,O,,NN,,,2024-03-22T15:40:57,true,1,,14,,,,RUE,DES PORTEAUX,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,,,,1987-08-31,F,,,,,59.09,NAP,N,
005680624,00029,00568062400029,O,,NN,,,2024-03-30T09:56:35,true,1,,49,,,,BOULEVARD,DE LA LIBERATION,44600,SAINT-NAZAIRE,,,44184,,,,,441843800_B,306640.8146114748,6699889.045643362,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N,
005680632,00022,00568063200022,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,AV,EMILE OUTTIER,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N,
005710058,00016,00571005800016,O,,NN,,,2024-03-30T19:00:08,true,1,,162,,,,CHAUSSEE,MARCADE,80100,ABBEVILLE,,,80001,,,,,800011240_B,615985.2679752441,7002315.0038964,,,,,,,,,,,,,,,1981-05-13,F,,,,,67.07,NAP,N,
005710066,00027,00571006600027,O,,NN,,,2024-03-30T14:44:44,true,1,,56,,,,RUE,JEAN JAURES,80580,PONT-REMY,,,80635,,,,,806350300_B,621797.4652135444,6995661.418823471,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,
005710082,00016,00571008200016,O,,NN,,,2024-03-30T06:56:34,true,1,,20,,,,RUE,PASTEUR,80550,LE CROTOY,,,80228,,,,,802280800_B,601658.486915531,7014076.2499224655,,,,,,,,,,,,,,,1984-11-10,F,,,,,57.07,NAP,N,
005710256,00016,00571025600016,O,,NN,,,2024-03-30T03:32:30,true,1,,154,,,,ROUTE,DE PARIS,80100,ABBEVILLE,,,80001,,,,,800011470_B,617099.9785738768,7000172.022892764,,,,,,,,,,,,,,,,F,,,,,67.07,NAP,N,
005710264,00010,00571026400010,O,,NN,,,2024-03-30T03:15:37,true,1,,,,,,RUE,VICTOR HUGO,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,803080880_B,599142.5482061193,6996915.560004326,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N,
005710306,00019,00571030600019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80220,BUIGNY-LES-GAMACHES,,,80148,,,,,,,,,,,,,,,,,,,,,,1996-06-30,F,,,,,70.2C,NAF1993,N,
005710314,00013,00571031400013,O,1957-01-01,NN,,,2024-03-30T07:15:12,true,3,,,,,,RUE,D'HOCQUELUS,80210,AIGNEVILLE,,,80008,,,,,800080180_B,600837.3218793285,6993496.9121743515,,,,,,,,,,,,,,,1999-09-30,F,,,,,70.2C,NAF1993,N,
005710348,00011,00571034800011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N,
005710371,00013,00571037100013,O,,NN,,,2024-03-30T00:30:09,true,1,,23,,,,RUE,DU PONT DE LA VILLE,80132,CAOURS,,,80171,,,,,801710180_B,620098.2446429803,7004279.930088926,,,,,,,,,,,,,,,1985-12-25,F,,,,,57.01,NAP,N,
005710405,00019,00571040500019,O,1957-01-01,NN,,,2024-03-30T07:57:16,true,3,,,,,,RUE,DE GOVES,80150,GUESCHART,,,80396,,,,,803960160_B,629583.8209533229,7016555.457614335,,,,,,,,,,,,,,,2004-12-31,F,,,,,70.2C,NAFRev1,N,
005710439,00018,00571043900018,O,,NN,,,2024-03-30T08:10:25,true,1,,,,,,RUE,DU BORDELET,80150,CRECY-EN-PONTHIEU,,,80222,,,,,802220060_C,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,66.04,NAP,N,
005710520,00015,00571052000015,O,,NN,,,2024-03-30T09:27:08,true,1,,,,,,CITE,LECLERC,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,80488A010_B,628495.3980943093,6990510.369878801,,,,,,,,,,,,,,,,F,,,,,86.06,NAP,N,
005710538,00017,00571053800017,O,,NN,,,2024-03-22T15:40:57,true,1,,24,,,,RUE,BOUCHER DE PERTHES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,,,1997-05-19,F,,,,,52.4C,NAF1993,N,
005710595,00017,00571059500017,O,,NN,,,2024-03-30T05:26:12,true,1,,,,,,RUE,DE TOURS,80210,CHEPY,,,80190,,,,,801900340_B,603179.2394096572,6996494.609399246,,,,,,,,,,,,,,,1989-09-30,F,,,,,22.02,NAP,N,
005710660,00019,00571066000019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RTE,NATIONALE,80220,BOUVAINCOURT-SUR-BRESLE,,,80127,,,,,,,,,,,,,,,,,,,,,,,F,,,,,38.40,NAP,N,
005710694,00018,00571069400018,O,,NN,,,2024-03-30T09:42:22,true,1,,4,,,,RUE,PASTEUR,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,803080700_B,599898.4033862122,6996502.248641908,,,,,,,,,,,,,,,1987-04-16,F,,,,,00.10,NAP,N,
005710736,00017,00571073600017,O,,NN,,,2024-03-30T02:51:50,true,1,,185,,,,CHAUSSEE,MARCADE,80100,ABBEVILLE,,,80001,,,,,800011240_B,615978.232275459,7002308.9835815085,,,,,,,,,,,,,,,,F,,,,,64.41,NAP,N,
005710744,00011,00571074400011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,HAM,MONCHAUX,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,,,,1995-10-30,F,,,,,70.2C,NAF1993,N,
005710793,00018,00571079300018,O,,NN,,,2024-03-29T23:37:11,true,1,,,,,,,GRANDE RUE,80140,RAMBURES,,,80663,,,,,806630037_B,606915.0915262334,6983635.57057577,,,,,,,,,,,,,,,1987-10-31,F,,,,,22.02,NAP,N,
005710843,00011,00571084300011,O,,NN,,,2024-03-30T13:32:18,true,1,,2,,,,RUE,JULES FERRY,80570,DARGNIES,,,80235,,,,,802350360_B,594311.8262189042,6994683.432278641,,,,,,,,,,,,,,,1987-02-17,F,,,,,81.21,NAP,N,
005710967,00018,00571096700018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80690,GORENFLOS,,,80380,,,,,,,,,,,,,,,,,,,,,,1984-09-24,F,,,,,45.23,NAP,N,
005711106,00012,00571110600012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80970,SAILLY-FLIBEAUCOURT,,,80692,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.40,NAP,N,
005711155,00019,00571115500019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80770,BEAUCHAMPS,,,80063,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.11,NAP,N,
005711197,00011,00571119700011,O,,NN,,,2024-03-30T04:46:48,true,1,,31,,,,AVENUE,ARISTIDE BRIAND,80100,ABBEVILLE,,,80001,,,,,800010080_B,617178.5115058408,7001865.316953837,,,,,,,,,,,,,,,1989-11-15,F,,,,,67.04,NAP,N,
005711221,00019,00571122100019,O,,NN,,,2024-03-30T11:56:10,true,1,,4,,,,RUE,PORTE DU PONT,80550,LE CROTOY,,,80228,,,,,802280880_B,601905.7703472759,7013854.64033332,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N,
005711379,00015,00571137900015,O,,NN,,,2024-03-30T00:48:41,true,1,,11,,,,RUE,PAUL BOS,80550,LE CROTOY,,,80228,,,,,802280810_B,601793.3814636761,7013971.540797824,,,,,,,,,,,,,,,1995-06-30,F,,,,,52.6D,NAF1993,N,
005711445,00014,00571144500014,O,,NN,,,2024-03-29T23:27:05,true,1,,8,,,,RUE,DU MARECHAL FOCH,80100,ABBEVILLE,,,80001,,,,,800011260_B,616486.0146586087,7001416.364754362,,,,,,,,,,,,,,,,F,,,,,64.49,NAP,N,
005711551,00019,00571155100019,O,1957-01-01,NN,,,2024-03-30T10:21:15,true,4,,93,,,,PLACE,DE L'EGLISE,80210,CHEPY,,,80190,,,,,801900300_B,602977.149066361,6996929.582626527,,,,,,,,,,,,,,,2010-12-31,F,,,,,68.20B,NAFRev2,N,
005711585,00017,00571158500017,O,,NN,,,2024-03-30T01:57:15,true,1,,,,,,PLACE,MAX LEJEUNE,80100,ABBEVILLE,,,80001,,,,,800010970_B,616476.2845787175,7001470.406790731,,,,,,,,,,,,,,,1988-03-31,F,,,,,64.11,NAP,N,
005711684,00018,00571168400018,O,,NN,,,2024-03-30T13:18:27,true,1,,,,,,RUE,DE TILLOY,80220,MAISNIERES,,,80500,,,,,805000280_B,600922.8882537957,6991310.889873243,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N,
005711726,00017,00571172600017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80132,CAHON,,,80161,,,,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.05,NAP,N,
005711742,00014,00571174200014,O,,NN,,,2024-03-30T10:07:12,true,1,,,,,,CHAUSSEE,MARCADE,80100,ABBEVILLE,,,80001,,,,,800011240_B,616143.6933307206,7002084.806655714,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.01,NAP,N,
005711759,00018,00571175900018,O,,NN,,,2024-03-30T13:34:27,true,1,,134,,,,RUE,DE MENCHECOURT,80100,ABBEVILLE,,,80001,,,,,800011310_B,615215.7889649681,7002972.391670641,,,,,,,,,,,,,,,,F,,,,,65.06,NAP,N,
005711767,00011,00571176700011,O,,NN,,,2024-03-30T00:42:56,true,1,,,,,,AVENUE,DE LA PLAGE,80120,FORT-MAHON-PLAGE,,,80333,,,,,803330520_B,597390.5905668397,7027818.509479887,,,,,,,,,,,,,,,1989-10-07,F,,,,,64.49,NAP,N,
005711833,00011,00571183300011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,80270,WIRY-AU-MONT,,,80825,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,22.02,NAP,N,
005711874,00015,00571187400015,O,,NN,,,2024-03-29T22:38:23,true,1,,54,,,,RUE,DE L'ISLE,80100,ABBEVILLE,,,80001,,,,,800010990_B,616268.3224508871,7001027.151967239,,,,,,,,,,,,,,,1989-05-31,F,,,,,81.21,NAP,N,
005711882,00018,00571188200018,O,,NN,,,2024-03-30T18:18:32,true,1,,9,,,,RUE,BOUCHER DE PERTHES,80100,ABBEVILLE,,,80001,,,,,800010240_B,616617.2744644848,7001371.108478462,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N,
